objectID,type,ParkName,GoogleID,Lat,Long,NumberRatings,inPhilly,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Point,Merritt Square,ChIJaQgO0zO2xokRjf8pYIm0dCc,40.00411,-75.10247,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Point,22nd and Catharine Park,ChIJyY16FUDGxokR2elNN6sUN9Y,39.942386,-75.179316,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Point,Chamounix Fields North,ChIJq2gfAYHHxokRCSRTXT9nayw,40.00105,-75.198813,7,1,Same,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Point,Chamounix Fields South,ChIJq2gfAYHHxokRCSRTXT9nayw,40.00105,-75.198813,7,1,Same,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Point,Michael Foglietta Plaza,ChIJDYeBdpDIxokRLSc9GZnoZWg,39.94488,-75.14266,6,1,called Beirut Memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Tacony Creek Park, Fishers Ln Gateway",ChIJ_UE-k022xokRkn8Tn8lEZo0,40.02085,-75.10354,6,1,merge with Tacony Creek ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Point,Galusha Pennypacker Park,ChIJ8cd1GTPGxokR29paDW_oaiQ,39.95856,-75.169647,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Point,Heritage Park Playground,ChIJOZUlLgC4xokRDffKH8q048g,40.00042,-75.15524,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Point,26th and Pennsylvania Playground,ChIJA56T5LbHxokRHNBoMYgm390,39.9687,-75.18082,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Point,Binswanger Triangle,ChIJK34LxVDHxokRwhbqaeJXkYU,39.962815,-75.177213,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Point,33rd and Wallace Playground,ChIJ73R0SlTHxokRlRJijuhDoQM,39.965199,-75.190585,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Point,45th and Sansom Tot Lot,ChIJx3ySeVDHxokRvcyEIMK5_U4,39.956114,-75.2117,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Point,Clarkson Park,ChIJq71Bym23xokRZXI2ChGDcTM,40.03586,-75.14509,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Point,Frank McArdle Memorial Recreation Center,ChIJBSko8YizxokRKUuC7pL7UKQ,40.060797,-75.026321,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Point,Williams Moore Reed Memorial Park,ChIJN6no75O3xokReoq9jtz7F_s,40.007309,-75.146557,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Point,Wingohocking Park,ChIJ_Vd0D5K3xokRmbOHjbn2b7w,40.020511,-75.14592,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Point,Winter Street Greenway,ChIJcxd3lJzHxokRAHAs8m-BFLU,39.959044,-75.173367,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Point,Gerald J Maguire Playground,ChIJ6Qfp73zJxokRAYBKrnjiCsQ,39.99153,-75.13305,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Point,Howard and Reed Park,ChIJYyEjRKTIxokRgv2Piwn4DIo,39.93027,-75.14684,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Point,Titan Park,ChIJMXT7dqTIxokRr6gt5e1bjk4,39.93172,-75.14672,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Point,3rd and Norris Playground,ChIJodz9HnzJxokRBucC4Kv-_DE,39.981094,-75.139472,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Point,Greble Post War Memorial,ChIJRQ0jlKbIxokR0IIfr0gSjJE,39.93084,-75.149832,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Point,Rainbow De Colores Playground,ChIJHe9c6vvJxokRUN-Ktdo-N9I,39.986846,-75.141694,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Point,Cedar Park,ChIJdckf6oLHxokR1ukHy5CkEjo,39.94825,-75.22276,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Point,Daly Park,ChIJI1ri8UO3xokR3St5k16ir1E,39.99971,-75.15028,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Point,Emily Community Garden,ChIJZwIjxmnHxokRdygAORrr5lI,39.92371,-75.15913,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Point,Northeast Lions Park,ChIJK50cZUqxxokRfd0ouLMvQQc,40.07644,-75.08531,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Point,Arrow Field,ChIJiUvOuzi5xokR9zDs0eExcGo,40.02907,-75.2054,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
