"ParkName","Long","Lat","ReviewCount","Discovery_percentage_weighted","Engagement_percentage_weighted","Frustration...Annoyance_percentage_weighted","Inspiration_percentage_weighted","Relaxation_percentage_weighted","Sorrow_percentage_weighted","buffered_geometry","index_right","OBJECTID","PUBLIC_NAME","PARENT_NAME","Shape__Area","median_NDVI","Adult_Exercise_Equipment","Art_Monuments","Boat_Launches","Hydration_Stations","Picnic_Sites","Playground","Playstreets_Locations","Pools_Sprayground","Tennis_Court","Urban_Agriculture","totalPop","median_HH_income","vacantPct","seniorPct","kidPct","pctWhitePop","pctBlackPop","popDensity","WhiteHOrate","houseprice"
"Cloverly Park",-75.18099,40.0257,6,34.36545,0,0,30.09853,35.53602,0,"POLYGON ((-44.702477351417244 40.0257, -44.84923972044508 37.03828334868758, -45.28811342568636 34.07963715281535, -46.01487187344685 31.17825479261011, -47.022515982588025 28.362078166257554, -48.30134158950457 25.6582285941482, -49.83903290452467 23.09274562573599, -51.62078111969713 20.690336264442383, -53.62942702570717 18.47413702570718, -55.84562626444237 16.46549111969714, -58.24803562573598 14.683742904524681, -60.813518594148185 13.146051589504577, -63.51736816625754 11.867225982588032, -66.3335447926101 10.85958187344685, -69.23492715281535 10.132823425686365, -72.19357334868756 9.693949720445087, -75.18099 9.547187351417254, -78.16840665131242 9.693949720445083, -81.12705284718464 10.132823425686365, -84.02843520738988 10.85958187344685, -86.84461183374245 11.867225982588032, -89.5484614058518 13.146051589504573, -92.113944374264 14.683742904524678, -94.5163537355576 16.465491119697134, -96.73255297429282 18.47413702570718, -98.74119888030286 20.690336264442383, -100.52294709547532 23.09274562573599, -102.06063841049541 25.65822859414819, -103.33946401741196 28.362078166257547, -104.34710812655314 31.178254792610108, -105.07386657431363 34.079637152815344, -105.5127402795549 37.03828334868757, -105.65950264858274 40.02569999999999, -105.51274027955492 43.01311665131242, -105.07386657431363 45.97176284718465, -104.34710812655314 48.87314520738988, -103.33946401741197 51.68932183374245, -102.06063841049541 54.3931714058518, -100.52294709547532 56.958654374264, -98.74119888030286 59.36106373555761, -96.73255297429282 61.57726297429282, -94.51635373555763 63.58590888030285, -92.11394437426401 65.36765709547532, -89.5484614058518 66.90534841049542, -86.84461183374246 68.18417401741196, -84.02843520738989 69.19181812655314, -81.12705284718466 69.91857657431363, -78.16840665131241 70.35745027955491, -75.18099 70.50421264858275, -72.1935733486876 70.35745027955491, -69.23492715281535 69.91857657431363, -66.33354479261011 69.19181812655316, -63.51736816625754 68.18417401741196, -60.81351859414819 66.90534841049544, -58.248035625735994 65.36765709547532, -55.84562626444237 63.58590888030286, -53.62942702570717 61.57726297429282, -51.62078111969714 59.361063735557636, -49.83903290452467 56.958654374264015, -48.301341589504574 54.39317140585181, -47.02251598258803 51.68932183374247, -46.01487187344685 48.873145207389896, -45.28811342568636 45.971762847184664, -44.84923972044508 43.01311665131242, -44.702477351417244 40.0257))",244,245,"Cloverly Park","Cloverly Park",17580.22265625,0.529479365525399,0,0,0,0,1,1,0,0,0,0,666,24262,0.227906976744186,0.0255255255255255,0.900900900900901,0.165165165165165,0.66966966966967,0.00410728624569538,0.174698795180723,128600
"Salvatore Pachella Memorial Field",-75.215937,40.045791,6,17.72089,0,16.61286,0,65.66625,0,"POLYGON ((-44.737424351417246 40.045791, -44.88418672044508 37.05837434868758, -45.323060425686364 34.09972815281536, -46.04981887344685 31.198345792610112, -47.05746298258803 28.382169166257555, -48.33628858950457 25.6783195941482, -49.873979904524674 23.11283662573599, -51.65572811969713 20.710427264442384, -53.664374025707176 18.49422802570718, -55.880573264442376 16.485582119697142, -58.28298262573598 14.703833904524682, -60.84846559414819 13.166142589504577, -63.55231516625754 11.887316982588032, -66.3684917926101 10.87967287344685, -69.26987415281535 10.152914425686365, -72.22852034868757 9.714040720445087, -75.215937 9.567278351417254, -78.20335365131243 9.714040720445084, -81.16199984718465 10.152914425686365, -84.06338220738988 10.87967287344685, -86.87955883374244 11.887316982588032, -89.5834084058518 13.166142589504574, -92.148891374264 14.703833904524679, -94.55130073555762 16.485582119697135, -96.76749997429282 18.49422802570718, -98.77614588030286 20.710427264442384, -100.55789409547532 23.11283662573599, -102.09558541049542 25.678319594148192, -103.37441101741197 28.382169166257547, -104.38205512655314 31.19834579261011, -105.10881357431363 34.099728152815345, -105.5476872795549 37.05837434868757, -105.69444964858275 40.045790999999994, -105.5476872795549 43.03320765131242, -105.10881357431363 45.99185384718465, -104.38205512655315 48.89323620738988, -103.37441101741197 51.70941283374245, -102.09558541049543 54.4132624058518, -100.55789409547532 56.97874537426401, -98.77614588030286 59.381154735557615, -96.76749997429282 61.59735397429282, -94.55130073555763 63.60599988030285, -92.14889137426401 65.38774809547532, -89.5834084058518 66.92543941049543, -86.87955883374246 68.20426501741196, -84.06338220738989 69.21190912655315, -81.16199984718466 69.93866757431363, -78.20335365131241 70.37754127955492, -75.215937 70.52430364858274, -72.2285203486876 70.37754127955492, -69.26987415281535 69.93866757431364, -66.36849179261011 69.21190912655315, -63.55231516625754 68.20426501741197, -60.848465594148195 66.92543941049543, -58.282982625736 65.38774809547533, -55.880573264442376 63.60599988030286, -53.664374025707176 61.59735397429283, -51.655728119697145 59.38115473555763, -49.873979904524674 56.97874537426401, -48.336288589504576 54.41326240585181, -47.057462982588035 51.70941283374247, -46.04981887344685 48.8932362073899, -45.323060425686364 45.991853847184665, -44.88418672044508 43.03320765131242, -44.737424351417246 40.045791))",46,47,"Salvatore Pachella Memorial Field","Wissahickon Valley Park",65613.5234375,0.483119949018101,0,0,0,0,1,0,0,0,0,0,80,84250,0,0.0875,1,1,0,1.40583180308934e-05,1,243800
"Wissahickon Valley Park",-75.217331,40.056211,327,9.87345,0,1.40734,16.01118,72.70803,0,"POLYGON ((-44.73881835141725 40.056211, -44.885580720445084 37.068794348687575, -45.32445442568637 34.110148152815356, -46.05121287344686 31.20876579261011, -47.05885698258803 28.39258916625755, -48.337682589504574 25.688739594148196, -49.87537390452468 23.123256625735987, -51.657122119697135 20.72084726444238, -53.66576802570718 18.504648025707176, -55.88196726444238 16.49600211969714, -58.28437662573599 14.714253904524679, -60.84985959414819 13.176562589504574, -63.55370916625755 11.897736982588029, -66.3698857926101 10.890092873446847, -69.27126815281535 10.163334425686362, -72.22991434868757 9.724460720445084, -75.217331 9.57769835141725, -78.20474765131243 9.72446072044508, -81.16339384718465 10.163334425686362, -84.06477620738988 10.890092873446847, -86.88095283374244 11.897736982588029, -89.5848024058518 13.17656258950457, -92.150285374264 14.714253904524675, -94.55269473555762 16.49600211969713, -96.76889397429282 18.504648025707176, -98.77753988030287 20.72084726444238, -100.55928809547532 23.123256625735987, -102.09697941049542 25.68873959414819, -103.37580501741198 28.392589166257544, -104.38344912655315 31.208765792610105, -105.11020757431363 34.11014815281534, -105.54908127955491 37.06879434868757, -105.69584364858275 40.05621099999999, -105.54908127955491 43.04362765131242, -105.11020757431363 46.00227384718465, -104.38344912655316 48.90365620738988, -103.37580501741198 51.719832833742444, -102.09697941049544 54.4236824058518, -100.55928809547532 56.989165374264005, -98.77753988030287 59.39157473555761, -96.76889397429282 61.60777397429282, -94.55269473555764 63.61641988030285, -92.15028537426402 65.39816809547531, -89.5848024058518 66.93585941049542, -86.88095283374247 68.21468501741197, -84.0647762073899 69.22232912655315, -81.16339384718466 69.94908757431364, -78.20474765131242 70.38796127955491, -75.217331 70.53472364858274, -72.2299143486876 70.38796127955491, -69.27126815281535 69.94908757431364, -66.36988579261012 69.22232912655315, -63.55370916625755 68.21468501741197, -60.8498595941482 66.93585941049542, -58.284376625736 65.39816809547533, -55.88196726444238 63.61641988030286, -53.66576802570718 61.607773974292826, -51.65712211969715 59.391574735557626, -49.87537390452468 56.989165374264005, -48.33768258950458 54.42368240585181, -47.05885698258804 51.719832833742466, -46.05121287344686 48.90365620738989, -45.32445442568637 46.00227384718466, -44.885580720445084 43.04362765131242, -44.73881835141725 40.056211))",5,6,"Wissahickon Valley Park","Wissahickon Valley Park",11641424.1132813,0.522715660408446,0,1,0,1,1,0,0,0,0,0,80,84250,0,0.0875,1,1,0,1.40583180308934e-05,1,243800
"Franklin Delano Roosevelt Park",-75.18381,39.90214,266,10.7647,0,0.88556,26.93912,61.41062,0,"POLYGON ((-44.705297351417244 39.90214, -44.85205972044508 36.91472334868758, -45.29093342568636 33.956077152815354, -46.01769187344685 31.054694792610114, -47.025335982588025 28.238518166257556, -48.30416158950457 25.5346685941482, -49.84185290452467 22.969185625735992, -51.62360111969713 20.566776264442385, -53.63224702570717 18.35057702570718, -55.84844626444237 16.341931119697144, -58.25085562573598 14.560182904524684, -60.816338594148185 13.022491589504579, -63.52018816625754 11.743665982588034, -66.3363647926101 10.736021873446852, -69.23774715281534 10.009263425686367, -72.19639334868756 9.570389720445089, -75.18381 9.423627351417256, -78.17122665131242 9.570389720445085, -81.12987284718464 10.009263425686367, -84.03125520738988 10.736021873446852, -86.84743183374243 11.743665982588034, -89.5512814058518 13.022491589504575, -92.116764374264 14.56018290452468, -94.51917373555762 16.341931119697136, -96.73537297429282 18.35057702570718, -98.74401888030286 20.566776264442385, -100.52576709547532 22.969185625735992, -102.06345841049541 25.534668594148194, -103.34228401741197 28.23851816625755, -104.34992812655314 31.05469479261011, -105.07668657431363 33.95607715281535, -105.5155602795549 36.91472334868757, -105.66232264858274 39.902139999999996, -105.5155602795549 42.889556651312425, -105.07668657431363 45.84820284718465, -104.34992812655315 48.749585207389885, -103.34228401741197 51.56576183374245, -102.06345841049543 54.269611405851805, -100.52576709547532 56.835094374264, -98.74401888030286 59.23750373555761, -96.73537297429282 61.453702974292824, -94.51917373555763 63.462348880302855, -92.11676437426401 65.24409709547533, -89.5512814058518 66.78178841049542, -86.84743183374246 68.06061401741196, -84.03125520738989 69.06825812655315, -81.12987284718466 69.79501657431364, -78.17122665131241 70.23389027955491, -75.18381 70.38065264858275, -72.1963933486876 70.23389027955491, -69.23774715281534 69.79501657431364, -66.33636479261011 69.06825812655316, -63.52018816625754 68.06061401741196, -60.81633859414819 66.78178841049544, -58.250855625735994 65.24409709547533, -55.84844626444237 63.46234888030286, -53.63224702570717 61.453702974292824, -51.62360111969714 59.23750373555764, -49.84185290452467 56.83509437426402, -48.304161589504574 54.26961140585181, -47.02533598258803 51.56576183374247, -46.01769187344685 48.7495852073899, -45.29093342568636 45.848202847184666, -44.85205972044508 42.889556651312425, -44.705297351417244 39.90214))",10,11,"Franklin Delano Roosevelt Park","Franklin Delano Roosevelt Park",2388504.66015625,0.468472771939402,0,0,0,1,1,1,0,0,1,0,1277,47052,0.158490566037736,0,0.949099451840251,0.524667188723571,0.22866092404072,0.000772505329050255,0.532137518684604,NA
"Rittenhouse Square",-75.171892,39.949462,190,14.20694,1.21889,0.63428,16.28307,67.65682,0,"POLYGON ((-44.69337935141725 39.949462, -44.84014172044508 36.962045348687575, -45.27901542568637 34.00339915281535, -46.005773873446856 31.102016792610108, -47.01341798258803 28.28584016625755, -48.29224358950457 25.581990594148195, -49.82993490452468 23.016507625735986, -51.61168311969713 20.61409826444238, -53.62032902570718 18.397899025707176, -55.83652826444238 16.389253119697138, -58.238937625735986 14.607504904524678, -60.80442059414819 13.069813589504573, -63.508270166257546 11.790987982588028, -66.3244467926101 10.783343873446846, -69.22582915281535 10.056585425686361, -72.18447534868757 9.617711720445083, -75.171892 9.47094935141725, -78.15930865131243 9.61771172044508, -81.11795484718465 10.056585425686361, -84.01933720738988 10.783343873446846, -86.83551383374245 11.790987982588028, -89.5393634058518 13.06981358950457, -92.104846374264 14.607504904524674, -94.5072557355576 16.38925311969713, -96.72345497429282 18.397899025707176, -98.73210088030287 20.61409826444238, -100.51384909547532 23.016507625735986, -102.05154041049542 25.581990594148188, -103.33036601741196 28.285840166257543, -104.33801012655314 31.102016792610105, -105.06476857431363 34.00339915281534, -105.50364227955491 36.96204534868757, -105.65040464858275 39.94946199999999, -105.50364227955492 42.93687865131242, -105.06476857431363 45.895524847184646, -104.33801012655314 48.79690720738988, -103.33036601741198 51.613083833742444, -102.05154041049542 54.3169334058518, -100.51384909547532 56.882416374264, -98.73210088030287 59.284825735557604, -96.72345497429282 61.50102497429282, -94.50725573555764 63.50967088030285, -92.10484637426401 65.29141909547532, -89.5393634058518 66.82911041049542, -86.83551383374247 68.10793601741196, -84.0193372073899 69.11558012655314, -81.11795484718466 69.84233857431363, -78.15930865131241 70.28121227955492, -75.171892 70.42797464858275, -72.1844753486876 70.28121227955492, -69.22582915281535 69.84233857431363, -66.32444679261012 69.11558012655314, -63.508270166257546 68.10793601741196, -60.8044205941482 66.82911041049542, -58.238937625736 65.29141909547532, -55.83652826444238 63.509670880302856, -53.62032902570718 61.50102497429282, -51.61168311969715 59.28482573555763, -49.82993490452468 56.88241637426401, -48.29224358950458 54.316933405851806, -47.01341798258804 51.613083833742465, -46.005773873446856 48.79690720738989, -45.27901542568637 45.89552484718466, -44.84014172044508 42.93687865131242, -44.69337935141725 39.949462))",135,136,"Rittenhouse Square","Rittenhouse Square",50423.83984375,0.461400606561897,0,1,0,0,0,0,0,0,0,0,642,71875,0.269736842105263,0.0233644859813084,1,0.926791277258567,0,0.0115939865559005,0.936936936936937,608300
"Ralph Brooks Park",-75.177697,39.931445,1,0,0,0,0,100,0,"POLYGON ((-44.699184351417244 39.931445, -44.84594672044508 36.944028348687574, -45.28482042568636 33.98538215281535, -46.01157887344685 31.083999792610108, -47.019222982588026 28.26782316625755, -48.29804858950457 25.563973594148194, -49.83573990452467 22.998490625735986, -51.61748811969713 20.59608126444238, -53.626134025707174 18.379882025707175, -55.842333264442374 16.371236119697137, -58.24474262573598 14.589487904524677, -60.810225594148186 13.051796589504573, -63.51407516625754 11.772970982588028, -66.3302517926101 10.765326873446845, -69.23163415281535 10.03856842568636, -72.19028034868757 9.599694720445083, -75.177697 9.45293235141725, -78.16511365131242 9.599694720445079, -81.12375984718464 10.03856842568636, -84.02514220738988 10.765326873446845, -86.84131883374243 11.772970982588028, -89.5451684058518 13.05179658950457, -92.110651374264 14.589487904524674, -94.51306073555762 16.37123611969713, -96.72925997429282 18.379882025707175, -98.73790588030286 20.59608126444238, -100.51965409547532 22.998490625735986, -102.05734541049542 25.563973594148187, -103.33617101741197 28.267823166257543, -104.34381512655314 31.083999792610104, -105.07057357431363 33.98538215281534, -105.5094472795549 36.94402834868757, -105.65620964858275 39.93144499999999, -105.5094472795549 42.91886165131242, -105.07057357431363 45.877507847184646, -104.34381512655315 48.77889020738988, -103.33617101741197 51.59506683374244, -102.05734541049543 54.2989164058518, -100.51965409547532 56.864399374263996, -98.73790588030286 59.2668087355576, -96.72925997429282 61.48300797429282, -94.51306073555763 63.49165388030285, -92.11065137426401 65.27340209547532, -89.5451684058518 66.81109341049542, -86.84131883374246 68.08991901741196, -84.02514220738989 69.09756312655314, -81.12375984718466 69.82432157431363, -78.16511365131241 70.2631952795549, -75.177697 70.40995764858275, -72.1902803486876 70.2631952795549, -69.23163415281535 69.82432157431363, -66.33025179261011 69.09756312655315, -63.51407516625754 68.08991901741196, -60.81022559414819 66.81109341049543, -58.244742625735995 65.27340209547532, -55.842333264442374 63.491653880302856, -53.626134025707174 61.48300797429282, -51.61748811969714 59.26680873555763, -49.83573990452467 56.86439937426401, -48.298048589504575 54.298916405851806, -47.01922298258803 51.595066833742464, -46.01157887344685 48.77889020738989, -45.28482042568636 45.87750784718466, -44.84594672044508 42.91886165131242, -44.699184351417244 39.931445))",349,350,"Ralph Brooks Park","Ralph Brooks Park",1966.82421875,0.127573763532159,0,0,0,0,0,0,0,0,0,0,1046,28750,0.172161172161172,0.00573613766730402,0.912045889101338,0.0898661567877629,0.902485659655832,0.0153156644137348,0.130530973451327,102100
"Jefferson Square",-75.15013,39.93357,14,14.75783,0,0,51.84319,33.39898,0,"POLYGON ((-44.671617351417254 39.93357, -44.81837972044509 36.94615334868758, -45.25725342568637 33.987507152815354, -45.98401187344686 31.086124792610114, -46.991655982588036 28.269948166257556, -48.27048158950458 25.5660985941482, -49.80817290452468 23.000615625735993, -51.58992111969714 20.598206264442386, -53.59856702570718 18.382007025707182, -55.81476626444238 16.373361119697144, -58.21717562573599 14.591612904524684, -60.782658594148195 13.05392158950458, -63.48650816625755 11.775095982588034, -66.30268479261011 10.767451873446852, -69.20406715281536 10.040693425686367, -72.16271334868757 9.60181972044509, -75.15013 9.455057351417256, -78.13754665131243 9.601819720445086, -81.09619284718465 10.040693425686367, -83.99757520738989 10.767451873446852, -86.81375183374246 11.775095982588034, -89.5176014058518 13.053921589504576, -92.083084374264 14.59161290452468, -94.48549373555761 16.373361119697137, -96.70169297429283 18.382007025707182, -98.71033888030287 20.598206264442386, -100.49208709547533 23.000615625735993, -102.02977841049542 25.566098594148194, -103.30860401741197 28.26994816625755, -104.31624812655315 31.08612479261011, -105.04300657431364 33.98750715281535, -105.48188027955491 36.946153348687574, -105.62864264858275 39.933569999999996, -105.48188027955493 42.920986651312425, -105.04300657431364 45.87963284718465, -104.31624812655315 48.781015207389885, -103.30860401741198 51.59719183374245, -102.02977841049542 54.301041405851805, -100.49208709547533 56.866524374264, -98.71033888030287 59.26893373555761, -96.70169297429283 61.485132974292824, -94.48549373555764 63.493778880302855, -92.08308437426402 65.27552709547533, -89.5176014058518 66.81321841049542, -86.81375183374247 68.09204401741196, -83.9975752073899 69.09968812655315, -81.09619284718467 69.82644657431364, -78.13754665131242 70.26532027955491, -75.15013 70.41208264858275, -72.1627133486876 70.26532027955491, -69.20406715281536 69.82644657431364, -66.30268479261012 69.09968812655316, -63.48650816625755 68.09204401741196, -60.7826585941482 66.81321841049544, -58.217175625736004 65.27552709547533, -55.81476626444238 63.49377888030286, -53.59856702570718 61.485132974292824, -51.58992111969715 59.26893373555764, -49.80817290452468 56.86652437426402, -48.270481589504584 54.30104140585181, -46.99165598258804 51.59719183374247, -45.98401187344686 48.7810152073899, -45.25725342568637 45.879632847184666, -44.81837972044509 42.920986651312425, -44.671617351417254 39.93357))",226,227,"Jefferson Square","Jefferson Square",21556.421875,0.391411077678155,0,0,0,0,0,0,0,0,0,0,1221,34253,0.108450704225352,0,0.953316953316953,0.628173628173628,0.307944307944308,0.00983040374167886,0.676145339652449,318500
"Sister Cities Park",-75.16934,39.95791,72,15.88286,0,2.56422,17.41246,64.14046,0,"POLYGON ((-44.690827351417255 39.95791, -44.83758972044509 36.970493348687576, -45.27646342568637 34.01184715281535, -46.00322187344686 31.11046479261011, -47.01086598258804 28.29428816625755, -48.28969158950458 25.590438594148196, -49.82738290452468 23.024955625735988, -51.60913111969714 20.62254626444238, -53.617777025707184 18.406347025707177, -55.833976264442384 16.39770111969714, -58.23638562573599 14.61595290452468, -60.801868594148196 13.078261589504574, -63.50571816625755 11.79943598258803, -66.32189479261011 10.791791873446847, -69.22327715281536 10.065033425686362, -72.18192334868758 9.626159720445084, -75.16934 9.479397351417251, -78.15675665131243 9.62615972044508, -81.11540284718465 10.065033425686362, -84.01678520738989 10.791791873446847, -86.83296183374244 11.79943598258803, -89.53681140585181 13.07826158950457, -92.102294374264 14.615952904524676, -94.50470373555763 16.397701119697132, -96.72090297429283 18.406347025707177, -98.72954888030287 20.62254626444238, -100.51129709547533 23.024955625735988, -102.04898841049543 25.59043859414819, -103.32781401741198 28.294288166257545, -104.33545812655315 31.110464792610106, -105.06221657431364 34.01184715281534, -105.50109027955492 36.97049334868757, -105.64785264858276 39.95790999999999, -105.50109027955492 42.94532665131242, -105.06221657431364 45.90397284718465, -104.33545812655316 48.80535520738988, -103.32781401741198 51.621531833742445, -102.04898841049544 54.3253814058518, -100.51129709547533 56.890864374264, -98.72954888030287 59.293273735557605, -96.72090297429283 61.50947297429282, -94.50470373555764 63.51811888030285, -92.10229437426402 65.29986709547532, -89.53681140585181 66.83755841049542, -86.83296183374247 68.11638401741196, -84.0167852073899 69.12402812655314, -81.11540284718467 69.85078657431363, -78.15675665131242 70.28966027955491, -75.16934 70.43642264858275, -72.1819233486876 70.28966027955491, -69.22327715281536 69.85078657431363, -66.32189479261012 69.12402812655316, -63.50571816625755 68.11638401741196, -60.8018685941482 66.83755841049543, -58.236385625736006 65.29986709547532, -55.833976264442384 63.51811888030286, -53.617777025707184 61.50947297429282, -51.60913111969715 59.293273735557634, -49.82738290452468 56.89086437426401, -48.289691589504585 54.32538140585181, -47.010865982588044 51.621531833742466, -46.00322187344686 48.805355207389894, -45.27646342568637 45.90397284718466, -44.83758972044509 42.94532665131242, -44.690827351417255 39.95791))",412,413,"Sister Cities Park","Benjamin Franklin Parkway",11995.87890625,0.137356144084823,0,1,0,1,0,0,0,0,0,0,802,91641,0.123076923076923,0,0.855361596009975,0.726932668329177,0.0473815461346633,0.00249171793363564,0.64327485380117,NA
"Sister Clara Muhammad Square",-75.169339,39.957906,72,15.88286,0,2.56422,17.41246,64.14046,0,"POLYGON ((-44.69082635141724 39.957906, -44.837588720445076 36.97048934868758, -45.27646242568636 34.01184315281536, -46.00322087344685 31.110460792610112, -47.010864982588025 28.294284166257555, -48.289690589504566 25.5904345941482, -49.82738190452467 23.02495162573599, -51.60913011969713 20.622542264442384, -53.61777602570717 18.40634302570718, -55.83397526444237 16.397697119697142, -58.23638462573598 14.615948904524682, -60.801867594148185 13.078257589504577, -63.50571716625754 11.799431982588032, -66.3218937926101 10.79178787344685, -69.22327615281534 10.065029425686365, -72.18192234868756 9.626155720445087, -75.169339 9.479393351417254, -78.15675565131242 9.626155720445084, -81.11540184718464 10.065029425686365, -84.01678420738988 10.79178787344685, -86.83296083374245 11.799431982588032, -89.5368104058518 13.078257589504574, -92.102293374264 14.615948904524679, -94.5047027355576 16.397697119697135, -96.72090197429281 18.40634302570718, -98.72954788030286 20.622542264442384, -100.51129609547532 23.02495162573599, -102.04898741049541 25.590434594148192, -103.32781301741196 28.294284166257547, -104.33545712655314 31.11046079261011, -105.06221557431363 34.011843152815345, -105.5010892795549 36.97048934868757, -105.64785164858274 39.957905999999994, -105.50108927955492 42.94532265131242, -105.06221557431363 45.90396884718465, -104.33545712655314 48.80535120738988, -103.32781301741197 51.62152783374245, -102.04898741049541 54.3253774058518, -100.51129609547532 56.89086037426401, -98.72954788030286 59.293269735557615, -96.72090197429281 61.50946897429282, -94.50470273555763 63.51811488030285, -92.10229337426401 65.29986309547532, -89.5368104058518 66.83755441049543, -86.83296083374246 68.11638001741196, -84.01678420738989 69.12402412655315, -81.11540184718466 69.85078257431363, -78.15675565131241 70.28965627955492, -75.169339 70.43641864858274, -72.18192234868759 70.28965627955492, -69.22327615281534 69.85078257431364, -66.32189379261011 69.12402412655315, -63.50571716625754 68.11638001741197, -60.80186759414819 66.83755441049543, -58.236384625735994 65.29986309547533, -55.83397526444237 63.51811488030286, -53.61777602570717 61.50946897429283, -51.60913011969714 59.29326973555763, -49.82738190452467 56.89086037426401, -48.28969058950457 54.32537740585181, -47.01086498258803 51.62152783374247, -46.00322087344685 48.8053512073899, -45.27646242568636 45.903968847184665, -44.837588720445076 42.94532265131242, -44.69082635141724 39.957906))",412,413,"Sister Cities Park","Benjamin Franklin Parkway",11995.87890625,0.137356144084823,0,1,0,1,0,0,0,0,0,0,802,91641,0.123076923076923,0,0.855361596009975,0.726932668329177,0.0473815461346633,0.00249171793363564,0.64327485380117,NA
"General Casimir Pulaski Park",-75.09752,39.97857,10,0,0,0,23.39975,76.60025,0,"POLYGON ((-44.61900735141725 39.97857, -44.765769720445086 36.991153348687575, -45.20464342568637 34.032507152815356, -45.93140187344686 31.13112479261011, -46.939045982588034 28.31494816625755, -48.217871589504576 25.611098594148196, -49.75556290452468 23.045615625735987, -51.53731111969714 20.64320626444238, -53.54595702570718 18.427007025707177, -55.76215626444238 16.41836111969714, -58.16456562573599 14.636612904524679, -60.730048594148194 13.098921589504574, -63.43389816625755 11.820095982588029, -66.2500747926101 10.812451873446847, -69.15145715281535 10.085693425686362, -72.11010334868757 9.646819720445084, -75.09752 9.50005735141725, -78.08493665131243 9.64681972044508, -81.04358284718465 10.085693425686362, -83.94496520738988 10.812451873446847, -86.76114183374244 11.820095982588029, -89.4649914058518 13.09892158950457, -92.030474374264 14.636612904524675, -94.43288373555762 16.41836111969713, -96.64908297429282 18.427007025707177, -98.65772888030287 20.64320626444238, -100.43947709547533 23.045615625735987, -101.97716841049542 25.61109859414819, -103.25599401741198 28.314948166257544, -104.26363812655315 31.131124792610105, -104.99039657431364 34.03250715281534, -105.42927027955491 36.99115334868757, -105.57603264858275 39.97856999999999, -105.42927027955491 42.96598665131242, -104.99039657431364 45.92463284718465, -104.26363812655316 48.82601520738988, -103.25599401741198 51.642191833742444, -101.97716841049544 54.3460414058518, -100.43947709547533 56.911524374264005, -98.65772888030287 59.31393373555761, -96.64908297429282 61.53013297429282, -94.43288373555764 63.53877888030285, -92.03047437426402 65.32052709547531, -89.4649914058518 66.85821841049543, -86.76114183374247 68.13704401741197, -83.9449652073899 69.14468812655315, -81.04358284718467 69.87144657431364, -78.08493665131242 70.31032027955492, -75.09752 70.45708264858274, -72.1101033486876 70.31032027955492, -69.15145715281535 69.87144657431364, -66.25007479261012 69.14468812655315, -63.43389816625755 68.13704401741197, -60.7300485941482 66.85821841049543, -58.164565625736 65.32052709547533, -55.76215626444238 63.53877888030286, -53.54595702570718 61.530132974292826, -51.53731111969715 59.313933735557626, -49.75556290452468 56.911524374264005, -48.21787158950458 54.34604140585181, -46.93904598258804 51.642191833742466, -45.93140187344686 48.826015207389894, -45.20464342568637 45.92463284718466, -44.765769720445086 42.96598665131242, -44.61900735141725 39.97857))",375,376,"General Casimir Pulaski Park","General Casimir Pulaski Park",13318.6640625,0.103958611562677,0,0,0,0,0,0,0,0,0,0,508,32500,0.0711297071129707,0,0.824803149606299,0.927165354330709,0.0413385826771654,0.000101774239497636,0.945945945945946,118800
